1;"Google";"https://www.google.com/"
2;"Яндекс";"https://ya.ru/"
3;"Bing";"https://www.bing.com/"
4;"Yahoo";"https://www.yahoo.com/"
5;"Консультант";"https://www.consultant.ru/"
6;"ФИПС";"https://www1.fips.ru/"
7;"e-library";"https://www.elibrary.ru/"
20;"Поиск патентов Роспатент";"https://searchplatform.rospatent.gov.ru/"
